,Company,Title,Description,Location,Salary
1361,Michael Page,Business Analyst,"
                            Analyse sales data and report on Key Performance Indicators by stores and regions. With this in mind team are looking to add an experienced Business Analyst,...",Parramatta NSW,"<span class=""no-wrap"">
                $90,000 - $110,000 a year</span>"
1362,Michael Page,Analyst Programmer - Global firm - Digital team,"
Data Analysis & Development Industry:. An interest and strong foundation in data analysis and insights to define new audience type and segmentation....",Sydney Central Business District NSW,
1363,Macro Recruitment,Business Reporting/Intelligence Analyst,"
            Support of repositories such as a data mart or an integrated Data Warehouse. Long term contracts....",Canberra ACT,
1364,Datacom,Senior Service Desk Analyst,"
            Previous experience as Service Desk Analyst. Previous experience as a Service Desk Analyst is essential.*. Service Desk Analyst applicants must have experience...",Melbourne VIC,
1365,Mars Recruitment Australia,Reporting Analyst,"
            On a 12-month contract, this is an opportunity for an experienced Reporting Analyst to join a thriving analytics team and support key decision making across the...",Melbourne VIC,
1366,DFP Recruitment Services,"Business Analyst (Non - IT), APS4 Level","
            Proven experience with data monitoring and analysis, ideally within the Public Sector. Proven experience with collecting and analysing data and identifying...",Melbourne VIC,"<span class=""no-wrap"">
                $32 an hour</span>"
1367,Michael Page,Business Intelligence Analyst,"
            Seeking an enthusiastic, and passionate analyst that thrives in transforming thorough data into functional analytics....",Melbourne City Centre VIC,
1368,Public Health Association Australia,Senior Epidemiologist - Sydney NSW,"
            A fantastic opportunity exists to join the MedicineInsight team in a new senior role coordinating a team of Epidemiologists, Biostatisticians and Data Analysts....",Australia,
1369,FireEye,Senior Intelligence Account Analyst,"
            Ability to interpret internal data sources and open source data. Senior Cyber Threat Analyst. The analyst will utilize FireEye’s sources, methods, and data to...",Sydney NSW,
1370,CRM Recruitment,Operational Risk Analyst (Institutional Banking & Markets),"
            We are recruiting a unique Operational Risk role with a Global Investment Bank. Reporting to the Asia-Pacific Head of Risk you will be responsible for:...",Australia,
1371,ING,Senior Business Analyst - Regulatory Reporting,"
            Partner with other roles within the data office (Data Architecture, Data Warehouse, Data Quality, Metadata), and IT Delivery to balance business outcomes with...",Australia,
1372,ignite,Reporting Analyst -Parramatta-12 month Contract,"
                            Experience with Data / Process Analysis. I am looking for a Reporting Analayst to join a Large Telco Organisation in Parramatta on a 12 month + daily rate...",Sydney NSW,"<span class=""no-wrap"">
                $50 - $55 an hour</span>"
1373,ignite,Business Systems Analyst,"
                            BA needed to identify current Data storage processes across organisation. Will do a feasibility study of existing storage of Data in multiple formats and...",Sydney NSW,"<span class=""no-wrap"">
                $700 - $770 a day</span>"
1374,ignite,IM/IT Consultant - Permanent role - Brisbane,"
                            They are business consultants, analysts, investigators, information architects, data miners and advisors. Experience working as a Consultant, Business Analyst...",Brisbane QLD,
1375,Ignite,Business Analyst,"
                            Junior-Mid level Business Analyst. If you are a junior to mid-level Business Analyst, please APPLY NOW. This role would be ideal for Business Analysts with 2-5...",Sydney NSW,"<span class=""no-wrap"">
                $600 - $700 a day</span>"
1376,Apttus,Senior Solution Architect,"
            Good understanding of master data management in Force.com. Able to work closely as a part of a team without customers and internal Project Managers, Technical...",Sydney NSW,
1377,Zone IT Solutions,Reporting Analyst,"
            Advanced knowledge of business process and data analysis. We are looking for a seasoned Business Analyst with strong Reporting experience, preferrably with HR...",Sydney NSW,
1378,Global Consulting Services Pty Ltd,Senior Data Analyst (Superannuation),"
            Proficiency in data migration, Intra-fund Transfers (IFT) and data reconciliation. We seek an experienced Data Analyst to join a highly regarded financial...",Melbourne VIC,
1379,Sirius Technology,"Mid-level support developer Perl, Python","
            For a client of Sirius Technology we are looking for a support developer to work on data solutions in and interesting industry!...",Sydney NSW,"<span class=""no-wrap"">
                $90,000 - $100,000 a year</span>"
1380,QSuper Group,Senior Test Analyst,"
            We have multiple opportunities for skilled Senior Test Analysts to join our Systems Applications team. The ideal Senior Test Analyst will have proven experience...",Brisbane QLD,
1381,Planit Software Testing,Senior Test Analyst - Brisbane,"
            Strong SQL skills to validate data from multiple sources like Files, XMLs, Databases. As a Senior Test Analyst, you will consult to our top tier client base,...",Brisbane QLD,
1382,DFP Recruitment Services,Business Analyst - Systems and Process Improvement,"
            You will need to demonstrate having worked in a role requiring complex data analysis, systems development and or process engineering in a corporate or...",Melbourne VIC,"<span class=""no-wrap"">
                $45 an hour</span>"
1383,Polyglot Group,Data Operator,"
            The Data Operator is part of a team of 5 people including data operators, metering specialist, and sustainability analyst, and manage the daily data capture and...",Mona Vale NSW,
1384,WesTrac,Technology Support Senior Analyst,"
            Administration and management of virtualisation platforms, servers, software, complex applications, data warehouses....",Western Australia,
1385,Civica,Service Centre Analyst,"
            Due to continued expansion, we now have an opening for an exceptional Service Centre Analyst to join our growing team in Melbourne CBD....",Melbourne VIC,
1386,ignite,Reporting Analyst -Parramatta-12 month Contract,"
                            Experience with Data / Process Analysis. I am looking for a Reporting Analayst to join a Large Telco Organisation in Parramatta on a 12 month + daily rate...",Sydney NSW,"<span class=""no-wrap"">
                $50 - $55 an hour</span>"
