,Company,Title,Description,Location,Salary
543,"<span class=""company"">
    Check Point Software Technologies Ltd.</span>",Security Engineer,"
            As a field facing Engineer, the role has aligned quota for selling into specified accounts. 4 to 8 years of technical systems / sales engineering experience in...",Melbourne VIC,
544,"<span class=""company"">
<a href=""/cmp/Hays"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=aea4c23e00d54c31&amp;jcid=31670bef3ae6497b')"" rel=""noopener"" target=""_blank"">
    Hays</a></span>","Software Engineer - Scala , Java","
            Experience across a Big Data platform advantageous. You will have room to create exciting, innovative solutions to the varied and complex challenges in Big Data...",Sydney Central Business District NSW,
545,"<span class=""company"">
<a href=""/cmp/Michael-Page"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=7b24aff6f578dc5d&amp;jcid=77087bd1709a8148')"" rel=""noopener"" target=""_blank"">
    Michael Page</a></span>",Engineering,"
            Attractive salary model for a well-rounded PLC engineer. Our client provides engineering services and solutions in electrical & instrumentation, automation,...",Brisbane QLD,
546,"<span class=""company"">
<a href=""/cmp/Arup"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=a9860f885e7c9ce9&amp;jcid=38c0d5e4f2a99768')"" rel=""noopener"" target=""_blank"">
    Arup</a></span>",Analyst,"
Data extraction and collation from Ovaview; We are truly global, and our 13,000 planners, designers, engineers and consultants around the world deliver...",Brisbane QLD,
547,"<span class=""company"">
    Interactiveinc Recruitment</span>",Senior Software Developer - NodeJS / AWS - FinTech - CBD,"
            Integrate our back-end services with third-party data APIs, including for machine learning environments and commercial partners....",Sydney NSW,"<span class=""no-wrap"">
                $135,000 a year</span>"
548,"<span class=""company"">
    Bespoke Careers</span>",Spatial Data Coordinator,"
            You’ll also be responsible for workflow coordination, the production of analytics and reporting on spatial data workflow....",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $85,000 a year</span>"
549,"<span class=""company"">
    Bespoke Career Management</span>",Spatial Data Coordinator,"
            You’ll also be responsible for workflow coordination, the production of analytics and reporting on spatial data workflow....",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $85,000 a year</span>"
550,"<span class=""company"">
    MitchelLake</span>",Senior Software Support Engineer,"
            We are looking for a Senior Software Support Engineer as the first technical hire to join the foundational team in Sydney....",Sydney NSW,
551,"<span class=""company"">
<a href=""/cmp/Hays"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=06572e58ba1637c6&amp;jcid=31670bef3ae6497b')"" rel=""noopener"" target=""_blank"">
    Hays</a></span>",QA Test Analyst/Engineer (Java),"
            Development of automated tests, script build and test, test data and test environments. Your new company....",Perth WA,
552,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
553,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
554,"<span class=""company"">
    Paxus</span>",Storage Engineer,"
            Delivery of Storage and Data Protection services across all platforms. Operate as Storage practitioner within the Storage and Data Protection Team....",Canberra ACT,
555,"<span class=""company"">
    Check Point Software Technologies Ltd.</span>",Incident Response Analyst,"
            Perform incident response and forensic analysis of compromised systems, identify and provide recommendations for remediation of DDoS events and the ability to...",Sydney NSW,
556,"<span class=""company"">
<a href=""/cmp/Hays"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=a3dbfade79ac8882&amp;jcid=31670bef3ae6497b')"" rel=""noopener"" target=""_blank"">
    Hays</a></span>",Software Engineer,"
            As a software engineer you will be reporting to the lead engineer with several key responsibilities. Looking at Cloud based data hosting....",Perth WA,
557,"<span class=""company"">
    Synergy Placements</span>",Senior Network Engineer (548),"
            Introduction of SDN into the Data Centre environment. Replacement of current network infrastructure in the Data Centres, Core and MAN....",Brisbane QLD,
558,"<span class=""company"">
<a href=""/cmp/Vlc"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=b359fe06b1318d68&amp;jcid=7bb190d181368601')"" rel=""noopener"" target=""_blank"">
    VLC</a></span>",Principal Meso/Micro Transport Modeller (Sydney),"
            Despite our modest size, we have employees from a number of technical disciplines including transport modellers, economists, civil engineers, urban planners,...",Sydney NSW,
559,"<span class=""company"">
    Ivory Group</span>",Environmental Engineer,"
            Review of water quality data and comparison to relevant objectives. Play a pivotal role as an Environmental Engineer and grow within a well-established...",Sydney NSW,"<span class=""no-wrap"">
                $85,000 - $100,000 a year</span>"
560,"<span class=""company"">
    Paxus</span>",Senior Business Analyst - Health,"
            Work with the Lead Solution Engineer, PM and Architect in an iterative SDLC to provide quality requirements and solution specifications for delivery by...",Melbourne VIC,
561,"<span class=""company"">
    Circuit Recruitment</span>",Desktop Support Engineer,"
            Previous SCCM experience (imaging, deployment and data migration). Immediate need for a Desktop Support Engineer for a 6 month contract based in Sydney's...",Sydney NSW,
562,"<span class=""company"">
    Citak</span>",Solutions Architect,"
            Develop strategies to acquire high-value data from the wire. Create rich data visualizations to aid tactical investigations and realize strategic objectives....",Melbourne VIC,
563,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
564,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
565,"<span class=""company"">
    Big Wednesday Digital</span>",Quality Assurance Engineer,"
            Understanding data warehouse concepts. Experience with SQL Server Data tools. Experience working with big data technologies (eg....",Australia,
566,"<span class=""company"">
<a href=""/cmp/Michael-Page"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=d9214bcd6e2eca5c&amp;jcid=77087bd1709a8148')"" rel=""noopener"" target=""_blank"">
    Michael Page</a></span>",Software Engineer - Multimedia Communications,"
Data Analysis & Development Industry:. Senior C/C++ Developer with multimedia experience....",Melbourne VIC,
567,"<span class=""company"">
<a href=""/cmp/Schneider-Electric"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=6424deb55d0a4a08&amp;jcid=8dc4399ddb463d4a')"" rel=""noopener"" target=""_blank"">
    Schneider Electric</a></span>",Pre-Sales Security Solutions Engineer,"
            Schneider Electric is leading the Digital Transformation of Energy Management and Automation in Homes, Buildings, Data Centers, Infrastructure and Industries....",Australia,
568,"<span class=""company"">
<a href=""/cmp/Bt"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=16cc53f83ac18f5c&amp;jcid=72713e5b1ba0ef22')"" rel=""noopener"" target=""_blank"">
    BT</a></span>",Security Release Engineer,"
            Assist with creating the test data required to exercise various components. The Cyber Release Engineer is focused on the creation and ongoing operation of a...",Australia,
569,"<span class=""company"">
<a href=""/cmp/Michael-Page"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=4a96ae76f73752cf&amp;jcid=77087bd1709a8148')"" rel=""noopener"" target=""_blank"">
    Michael Page</a></span>",Software Engineer - Cryptography & Encryption,"
Data Analysis & Development Industry:. Ability to design cryptographic algorithms for large data sets. Knowledgeable in the domain of encrypting protocol...",Melbourne VIC,
570,"<span class=""company"">
    iKas International</span>",Senior Software Engineer - JavaScript,"
            Great step up opportunity for an experienced Full stack engineer. Highly advanced engineering practices - essentially a seasoned back end (Java or .Net)...",Sydney NSW,
571,"<span class=""company"">
    iKas International</span>",Senior Software Engineer - Mobile Applications,"
            ""Personal data collected will be used for recruitment purposes only."". Strong .Net Back end Framework 4.5+;...",Sydney NSW,
572,"<span class=""company"">
    Octopus Re-Engineering Ltd.</span>",Principal Mechanical Engineer - DC/Mission Critical,"
            Responsible for assigned Engineers. Principal Mechanical Engineer - DC/Mission Critical. Skills will include the delivery of European data centre and mission...",Queensland,
573,"<span class=""company"">
<a href=""/cmp/Hays"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=35c920970e7d1d18&amp;jcid=31670bef3ae6497b')"" rel=""noopener"" target=""_blank"">
    Hays</a></span>",Engineering Coordinator,"
            You will look after the coordination of engineers and support them day to day. You will come from a planning/scheduling background and be able to manipulate...",Melbourne VIC,"<span class=""no-wrap"">
                $58,000 a year</span>"
574,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
575,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
